安徽 合肥 31.52 117.17 
安徽 安庆 30.31 117.02 
安徽 蚌埠 32.56 117.21 
安徽 亳州 33.52 115.47 
安徽 巢湖 31.36 117.52 
安徽 滁州 32.18 118.18 
安徽 阜阳 32.54 115.48 
安徽 贵池 30.39 117.28 
安徽 淮北 33.57 116.47 
安徽 淮南 32.37 116.58 
安徽 黄山 29.43 118.18 
安徽 界首 33.15 115.21 
安徽 六安 31.44 116.28 
安徽 马鞍山 31.43 118.28 
安徽 明光 32.47 117.58 
安徽 宿州 33.38 116.58 
安徽 天长 32.41 118.59 
安徽 铜陵 30.56 117.48 
安徽 芜湖 31.19 118.22 
安徽 宣州 30.57 118.44
澳门 澳门 21.33 115.07
北京 北京 39.55 116.24
福建 福州 26.05 119.18 
福建 长乐 25.58 119.31 
福建 福安 27.06 119.39 
福建 福清 25.42 119.23 
福建 建瓯 27.03 118.20 
福建 建阳 27.21 118.07 
福建 晋江 24.49 118.35 
福建 龙海 24.26 117.48 
福建 龙岩 25.06 117.01 
福建 南安 24.57 118.23 
福建 南平 26.38 118.10 
福建 宁德 26.39 119.31 
福建 莆田 24.26 119.01 
福建 泉州 24.56 118.36 
福建 三明 26.13 117.36 
福建 邵武 27.20 117.29 
福建 石狮 24.44 118.38 
福建 武夷山 27.46 118.02 
福建 厦门 24.27 118.06 
福建 永安 25.58 117.23 
福建 漳平 25.17 117.24 
福建 漳州 24.31 117.39
甘肃 兰州 36.04 103.51 
甘肃 白银 36.33 104.12 
甘肃 敦煌 40.08 94.41 
甘肃 嘉峪关 39.48 98.14 
甘肃 金昌 38.28 102.10 
甘肃 酒泉 39.44 98.31 
甘肃 临夏 35.37 103.12 
甘肃 平凉 35.32 106.40 
甘肃 天水 34.37 105.42 
甘肃 武威 37.56 102.39 
甘肃 西峰 35.45 107.40 
甘肃 玉门 39.49 97.35 
甘肃 张掖 38.56 100.26
广东 广州 23.08 113.14 
广东 潮阳 23.16 116.36 
广东 潮州 23.40 116.38 
广东 澄海 23.28 116.46 
广东 从化 23.33 113.33 
广东 东莞 23.02 113.45 
广东 恩平 22.12 112.19 
广东 佛山 23.02 113.06 
广东 高明 22.53 112.50 
广东 高要 23.02 112.26 
广东 高州 21.54 110.50 
广东 鹤山 22.46 112.57 
广东 河源 23.43 114.41 
广东 花都 23.23 113.12 
广东 化州 21.39 110.37 
广东 惠阳 22.48 114.28 
广东 惠州 23.05 114.22 
广东 江门 22.35 113.04 
广东 揭阳 22.32 116.21 
广东 开平 22.22 112.40 
广东 乐昌 25.09 113.21 
广东 雷州 20.54 110.04 
广东 廉江 21.37 110.17 
广东 连州 24.48 112.23 
广东 罗定 22.46 111.33 
广东 茂名 21.40 110.53 
广东 梅州 24.19 116.07 
广东 南海 23.01 113.09 
广东 番禺 22.57 113.22 
广东 普宁 23.18 116.10 
广东 清远 23.42 113.01 
广东 三水 23.10 112.52 
广东 汕头 23.22 116.41 
广东 汕尾 22.47 115.21 
广东 韶关 24.48 113.37 
广东 深圳 22.33 114.07 
广东 顺德 22.50 113.15 
广东 四会 23.21 112.41 
广东 台山 22.15 112.48 
广东 吴川 21.26 110.47 
广东 新会 22.32 113.01 
广东 兴宁 24.09 115.43 
广东 阳春 22.10 111.48 
广东 阳江 21.50 111.58 
广东 英德 24.10 113.22 
广东 云浮 22.57 112.02 
广东 增城 23.18 113.49 
广东 湛江 21.11 110.24 
广东 肇庆 23.03 112.27 
广东 中山 22.31 113.22 
广东 珠海 22.17 113.34
广西 南宁 22.48 108.19 
广西 北海 21.28 109.07 
广西 北流 22.42 110.21 
广西 百色 23.54 106.36 
广西 防城港 21.37 108.20 
广西 贵港 23.06 109.36 
广西 桂林 25.17 110.17 
广西 桂平 23.22 110.04 
广西 河池 24.42 108.03 
广西 合山 23.47 108.52 
广西 柳州 23.19 109.24 
广西 赁祥 22.07 106.44 
广西 钦州 21.57 108.37 
广西 梧州 23.29 111.20 
广西 玉林 22.38 110.09 
广西 宜州 24.28 108.40
贵州 贵阳 26.35 106.42 
贵州 安顺 26.14 105.55 
贵州 毕节 27.18 105.18 
贵州 赤水 28.34 105.42 
贵州 都匀 26.15 107.31 
贵州 凯里 26.35 107.58 
贵州 六盘水 26.35 104.50 
贵州 清镇 26.33 106.27 
贵州 铜仁 27.43 109.12 
贵州 兴义 25.05 104.53 
贵州 遵义 27.42 106.55
海南 海口 20.02 110.20 
海南 儋州 19.31 109.34 
海南 琼海 19.14 110.28 
海南 琼山 19.59 110.21 
海南 三亚 18.14 109.31 
海南 通什 18.46 109.31
河北 石家庄 38.02 114.30 
河北 安国 38.24 115.20 
河北 保定 38.51 115.30 
河北 霸州 39.06 116.24 
河北 泊头 38.04 116.34 
河北 沧州 38.18 116.52 
河北 承德 40.59 117.57 
河北 定州 38.30 115.00 
河北 丰南 39.34 118.06 
河北 高碑店 39.20 115.51 
河北 蒿城 38.02 114.50 
河北 邯郸 36.36 114.28 
河北 河间 38.26 116.05 
河北 衡水 37.44 115.42 
河北 黄骅 38.21 117.21 
河北 晋州 38.02 115.02 
河北 冀州 37.34 115.33 
河北 廓坊 39.31 116.42 
河北 鹿泉 38.04 114.19 
河北 南宫 37.22 115.23 
河北 秦皇岛 39.55 119.35 
河北 任丘 38.42 116.07 
河北 三河 39.58 117.04 
河北 沙河 36.51 114.30 
河北 深州 38.01 115.32 
河北 唐山 39.36 118.11 
河北 武安 36.42 114.11 
河北 邢台 37.04 114.30 
河北 辛集 37.54 115.12 
河北 新乐 38.20 114.41 
河北 张家口 40.48 114.53 
河北 涿州 39.29 115.59 
河北 遵化 40.11 117.58 
河南 郑州 34.46 113.40 
河南 安阳 36.06 114.21 
河南 长葛 34.12 113.47 
河南 登封 34.27 113.02 
河南 邓州 32.42 112.05 
河南 巩义 34.46 112.58 
河南 鹤壁 35.54 114.11 
河南 辉县 35.27 113.47 
河南 焦作 35.14 113.12 
河南 济源 35.04 112.35 
河南 开封 34.47 114.21 
河南 灵宝 34.31 110.52 
河南 林州 36.03 113.49 
河南 漯河 33.33 114.02 
河南 洛阳 34.41 112.27 
河南 南阳 33.00 112.32 
河南 平顶山 33.44 113.17 
河南 濮阳 35.44 115.01 
河南 沁阳 35.05 112.57 
河南 汝州 34.09 112.50 
河南 三门峡 34.47 111.12 
河南 商丘 34.26 115.38 
河南 卫辉 35.24 114.03 
河南 舞钢 33.17 113.30 
河南 项城 33.26 114.54 
河南 荥阳 34.46 113.21 
河南 新密 34.31 113.22 
河南 新乡 35.18 113.52 
河南 信阳 32.07 114.04 
河南 新郑 34.24 113.43 
河南 许昌 34.01 113.49 
河南 偃师 34.43 112.47 
河南 义马 34.43 111.55 
河南 禹州 34.09 113.28 
河南 周口 33.37 114.38 
河南 驻马店 32.58 114.01
黑龙江 哈尔滨 45.44 126.36 
黑龙江 阿城 45.32 126.58 
黑龙江 安达 46.24 125.18 
黑龙江 北安 48.15 126.31 
黑龙江 大庆 46.36 125.01 
黑龙江 富锦 47.15 132.02 
黑龙江 海林 44.35 129.21 
黑龙江 海伦 47.28 126.57 
黑龙江 鹤岗 47.20 130.16 
黑龙江 黑河 50.14 127.29 
黑龙江 佳木斯 46.47 130.22 
黑龙江 鸡西 45.17 130.57 
黑龙江 密山 45.32 131.50 
黑龙江 牡丹江 44.35 129.36 
黑龙江 讷河 48.29 124.51 
黑龙江 宁安 44.21 129.28 
黑龙江 齐齐哈尔 47.20 123.57 
黑龙江 七台河 45.48 130.49 
黑龙江 双城 45.22 126.15 
黑龙江 尚志 45.14 127.55 
黑龙江 双鸭山 46.38 131.11 
黑龙江 绥芬河 44.25 131.11 
黑龙江 绥化 46.38 126.59 
黑龙江 铁力 46.59 128.01 
黑龙江 同江 47.39 132.30 
黑龙江 五常 44.55 127.11 
黑龙江 五大连池 48.38 126.07 
黑龙江 伊春 47.42 128.56 
黑龙江 肇东 46.04 125.58
湖北 武汉 30.35 114.17 
湖北 安陆 31.15 113.41 
湖北 当阳 30.50 111.47 
湖北 丹江口 32.33 108.30 
湖北 大冶 30.06 114.58 
湖北 恩施 30.16 109.29 
湖北 鄂州 30.23 114.52 
湖北 广水 31.37 113.48 
湖北 洪湖 29.48 113.27 
湖北 黄石 30.12 115.06 
湖北 黄州 30.27 114.52 
湖北 荆门 31.02 112.12 
湖北 荆沙 30.18 112.16 
湖北 老河口 32.23 111.40 
湖北 利川 30.18 108.56 
湖北 麻城 31.10 115.01 
湖北 浦圻 29.42 113.51 
湖北 潜江 30.26 112.53 
湖北 石首 29.43 112.24 
湖北 十堰 32.40 110.47 
湖北 随州 31.42 113.22 
湖北 天门 30.39 113.10 
湖北 武穴 29.51 115.33 
湖北 襄樊 32.02 112.08 
湖北 咸宁 29.53 114.17 
湖北 仙桃 30.22 113.27 
湖北 孝感 30.56 113.54 
湖北 宜昌 30.42 111.17 
湖北 宜城 31.42 112.15 
湖北 应城 30.57 113.33 
湖北 枣阳 32.07 112.44 
湖北 枝城 30.23 111.27 
湖北 钟祥 31.10 112.34
湖南 长沙 28.12 112.59 
湖南 常德 29.02 111.51 
湖南 郴州 25.46 113.02 
湖南 衡阳 26.53 112.37 
湖南 洪江 27.07 109.59 
湖南 怀化 27.33 109.58 
湖南 津市 29.38 111.52 
湖南 吉首 28.18 109.43 
湖南 耒阳 26.24 112.51 
湖南 冷水江 27.42 111.26 
湖南 冷水滩 26.26 111.35 
湖南 涟源 27.41 111.41 
湖南 醴陵 27.40 113.30 
湖南 临湘 29.29 113.27 
湖南 浏阳 28.09 113.37 
湖南 娄底 27.44 111.59 
湖南 汨罗 28.49 113.03 
湖南 韶山 27.54 112.29 
湖南 邵阳 27.14 111.28 
湖南 武冈 26.43 110.37 
湖南 湘潭 27.52 112.53 
湖南 湘乡 27.44 112.31 
湖南 益阳 28.36 112.20 
湖南 永州 26.13 111.37 
湖南 沅江 28.50 112.22 
湖南 岳阳 29.22 113.06 
湖南 张家界 29.08 110.29 
湖南 株洲 27.51 113.09 
湖南 资兴 25.58 113.13
吉林 长春 43.54 125.19 
吉林 白城 45.38 122.50 
吉林 白山 41.56 126.26 
吉林 大安 45.30 124.18 
吉林 德惠 44.32 125.42 
吉林 敦化 43.22 128.13 
吉林 公主岭 43.31 124.49 
吉林 和龙 42.32 129.00 
吉林 桦甸 42.58 126.44 
吉林 珲春 42.52 130.22 
吉林 集安 41.08 126.11 
吉林 蛟河 43.42 127.21 
吉林 吉林 43.52 126.33 
吉林 九台 44.09 125.51 
吉林 辽源 42.54 125.09 
吉林 临江 41.49 126.53 
吉林 龙井 42.46 129.26 
吉林 梅河口 42.32 125.40 
吉林 舒兰 44.24 126.57 
吉林 四平 43.10 124.22 
吉林 松原 45.11 124.49 
吉林 洮南 45.20 122.47 
吉林 通化 41.43 125.56 
吉林 图们 42.57 129.51 
吉林 延吉 42.54 129.30 
吉林 愉树 44.49 126.32
江苏 南京 32.03 118.46 
江苏 常熟 31.39 120.43 
江苏 常州 31.47 119.58 
江苏 丹阳 32.00 119.32 
江苏 东台 32.51 120.19 
江苏 高邮 32.47 119.27 
江苏 海门 31.53 121.09 
江苏 淮安 33.30 119.09 
江苏 淮阴 33.36 119.02 
江苏 江都 32.26 119.32 
江苏 姜堰 32.34 120.08 
江苏 江阴 31.54 120.17 
江苏 靖江 32.02 120.17 
江苏 金坛 31.46 119.33 
江苏 昆山 31.23 120.57 
